ticker,name,sector,industry,description,source
AMBER,Amber Enterprises India Ltd,Consumer Cyclical,"Furnishings, Fixtures & Appliances","Amber Enterprises India Ltd incorporated in 1956, has a 23.6% share in the total Room Air Conditioner market and is a prominent solution provider for the Air conditioner OEM/ODM Industry in India.",screener
AMBICAAGAR,Ambica Agarbathies Aroma & Industries Ltd,Consumer Defensive,Household & Personal Products,"Incorporated in 1995, Ambica Agarbathies & Aroma Industries Ltd is in the business of production and sale of various types of incense sticks.",screener
AMBIKCO,Ambika Cotton Mills Ltd,Consumer Cyclical,Textile Manufacturing,"Incorporated in 1988, Ambika Cotton Mills Ltd manufactures and sells speciality cotton yarn",screener
AMBUJACEM,Ambuja Cements Ltd,Basic Materials,Building Materials,"Ambuja Cements Ltd. is among the leading cement companies in India. It is a member of the Adani Group. Currently, Ambuja Cement has a cement capacity of 31 million tonnes with six integrated cement manufacturing plants and eight cement grinding units across the country.",screener
AMDIND,AMD Industries Ltd,Consumer Cyclical,Packaging & Containers,"Incorporated in 1958, AMD Industries Ltd manufactures Crown Caps, CSD Closures, Pet Preforms, Jars, and Bottles, etc. for various edible items packed in glass & Plastic bottles",screener
AMIRCHAND,Amir Chand Jagdish Kumar (Exports) Ltd,Consumer Defensive,Farm Products,"Incorporated in 2003, Amir Chand Jagdish Kumar (Exports) Limited is a processor and exporter of basmati rice and other FMCG products in India.",screener
AMJLAND,AMJ Land Holdings Ltd,Real Estate,Real Estate - Development,"Incorporated in 1964, AMJ Land Holdings Ltd is in the business of real estate development, leasing of real estate, wind power and investments",screener
AMNPLST,Amines & Plasticizers Ltd,Basic Materials,Chemicals,"Incorporated in 1973, Amines & Plasticizers Ltd manufactures over 60 different varieties of organic chemicals, amines, solvents, and fertilizers.",screener
AMRUTANJAN,Amrutanjan Health Care Ltd,Healthcare,Drug Manufacturers - Specialty & Generic,"AHCL has been manufacturing ayurvedic balm for pain management since 1893, and is currently managed by the third-generation of promoters. The company is more than 120 years old and is into OTC products in the segments of pain management, women's hygiene, and packaged fruit juice drink.",screener
ANANDRATHI,Anand Rathi Wealth Ltd,Financial Services,Asset Management,"Anand Rathi Wealth Ltd was incorporated on March 22, 1995. It is an AMFI registered mutual fund distributor and is one of the leading non-bank wealth solutions firms in India, being ranked amongst the top three non-bank mutual fund distributors in the country. The company offers a wide product portfolio of wealth solutions, financial product distribution, and technology solutions to its clients.",screener
ANANTRAJ,Anant Raj Ltd,Real Estate,Real Estate - Development,"Anant Raj Ltd was incorporated in 1985 as Anant Raj Clay Products by Ashok Sarin. It is primarily engaged in the development and construction of IT parks, hospitality projects, SEZs, office complexes, shopping malls and residential projects in the State of Delhi, Haryana, Andhra Pradesh, Rajasthan and NCR. The Company has successfully developed more than 20 msf of real estate projects in the Housing, Commercial, IT Parks, Shopping Malls, Hospitality, Residential and Affordable Housing sub-segments.",screener
ANDHRAPAP,Andhra Paper Ltd,Basic Materials,Paper & Paper Products,"Andhra Paper is engaged in the Business of Manufacture and sale of paper, pulp and paper & paper board.",screener
ANDHRSUGAR,Andhra Sugars Ltd,Basic Materials,Chemicals,"Incorporated in 1947, Andhra Sugars Limited is a manufacturer of Sugar, Industrial Alcohol, Chlor Alkali Products, Aspirin, Sulphuric Acid, Liquid & Solid Propellants. It also generates power for captive use",screener
ANGELONE,Angel One Ltd,Financial Services,Capital Markets,"Angel One Ltd is a diversified financial services company and is primarily engaged in the business of stock, commodity and currency broking, institutional broking, providing margin trading facility, depository services and distribution of mutual funds, lending as a NBFC and corporate agents of insurance companies.",screener
ANIKINDS,Anik Industries Ltd,Consumer Defensive,Food Distribution,"Anik Industries Ltd is primarily engaged in the business of trading of Agri- Commodities, Edible oil & Vanaspati, Property Development, Windpower Generation & others.",screener
ANKITMETAL,Ankit Metal & Power Ltd,Basic Materials,Steel,"Incorporated in 2002, Ankit Metal & Power Ltd manufactures iron & steel products and also runs a power plant",screener
ANMOL,Anmol India Ltd,Energy,Thermal Coal,"Incorporated in 1998, Anmol India Ltd is in the business of providing imported coal",screener
ANSALAPI,Ansal Properties & Infrastructure Ltd,Real Estate,Real Estate - Development,"Incorporated in 1967, Ansal Properties and Infrastructure Ltd is in the business of real estate promotion and development in residential and commercial segment.",screener
ANTELOPUS,Antelopus Selan Energy Ltd,Energy,Oil & Gas E&P,"Incorporated in 1985, Selan Exploration Technology Ltd is in the business of oil & gas exploration and production",screener
ANTGRAPHIC,Antarctica Ltd,Consumer Cyclical,Packaging & Containers,"Incorporated in 1994, Antarctica Ltd is a Paper-based Packaging & Publishing product manufacturer.",screener
ANTHEM,Anthem Biosciences Ltd,Healthcare,Biotechnology,"Incorporated in 2006, Anthem Biosciences Ltd is in the business of providing CRDMO services and the manufacture and sale of specialty ingredients.",screener
ANUHPHR,Anuh Pharma Ltd,Healthcare,Drug Manufacturers - Specialty & Generic,"Incorporated in 1960, Anuh Pharma Ltd is in the business of manufacturing and selling of Bulk drugs and chemicals",screener
ANUP,The Anup Engineering Ltd,Industrials,Specialty Industrial Machinery,"The Anup Engineering Limited demerged from its holding company Arvind Limited in 2018. . It manufactures Heat Exchangers, Reactors, Pressure Vessels, Columns & Towers, Industrial Centrifuges and Formed Components.",screener
ANURAS,Anupam Rasayan India Ltd,Basic Materials,Specialty Chemicals,"Anupam Rasayan India Ltd is engaged in manufacturing of specialty chemicals, which are sold in local as well as exported to other countries.",screener
APARINDS,Apar Industries Ltd,Industrials,Electrical Equipment & Parts,"Apar, founded by Mr. Dharmsinh D. Desai in 1958, is a market leader in India with a global presence. Contributing to India’s process of electrification it started from manufacturing power transmission cables to having three broad business segments, which are Conductors, Transformer and specialty oils (TSO), and Power/telecom Cables.",screener
APCL,Anjani Portland Cement Ltd,Basic Materials,Building Materials,"Incorporated in 1983, Anjani Portland Cement Ltd manufactures high quality premium cement",screener
APCOTEXIND,Apcotex Industries Ltd,Basic Materials,Specialty Chemicals,"Apcotex Industries Ltd is a leading producer of Synthetic Rubber (Nitrile Rubber, High Styrene Rubber, Nitrile Polyblends and Nitrile Powder) and Synthetic Latex (XSB Latex, VP Latex, Styrene Acrylics, and Nitrile Latex) in India.",screener
APEX,Apex Frozen Foods Ltd,Consumer Defensive,Farm Products,"Incorporated in 1995, Apex Frozen Foods Ltd is in the business of processing and exporting of Shrimps",screener
APLAPOLLO,APL Apollo Tubes Ltd,Basic Materials,Steel,"APL Apollo Tubes Limited (APL Apollo) is one of India’s leading branded steel products manufacturers. Headquartered at Delhi NCR, the Company runs 10 manufacturing facilities churning out over 1,500 varieties of MS Black Pipes, Galvanised Tubes, Pre-Galvanised Tubes, Structural ERW Steel Tubes and Hollow Sections to serve industry applications like urban infrastructures, housing, irrigation, solar plants, greenhouses and engineering.",screener
APLLTD,Alembic Pharmaceuticals Ltd,Healthcare,Drug Manufacturers - Specialty & Generic,"Alembic Pharmaceuticals is in the business of development, manufacturing, and marketing of Pharmaceuticals products i.e. Formulations and Active Pharmaceutical Ingredients. The company has 3 R&D and 5 manufacturing facilities.",screener
APOLLO,Apollo Micro Systems Ltd,Industrials,Aerospace & Defense,"Apollo Micro Systems Ltd is a pioneer in design, development, assembly and testing of electronic and electro mechanical solutions.",screener
APOLLOHOSP,Apollo Hospitals Enterprise Ltd,Healthcare,Medical Care Facilities,"Apollo Hospitals was established in 1983 by Dr. Prathap C Reddy, renowned architect of modern healthcare in India. As the nation’s first corporate hospital, Apollo Hospitals is acclaimed for pioneering the private healthcare revolution in the country.",screener
APOLLOPIPE,Apollo Pipes Ltd,Industrials,Building Products & Equipment,"Apollo Pipes is engaged in manufacturing and trading of cPVC, uPVC, and HDPE pipes, PVC taps, fittings, water storage tank and solvent etc. It is among the top 10 leading piping solution providing Company in India. The products cater to an array of industrial applications such as Agriculture, Water Management, Construction,Infrastructure,and Telecom ducting segments.",screener
APOLLOTYRE,Apollo Tyres Ltd,Consumer Cyclical,Auto Parts,"Apollo, established in 1972, manufactures automatic bias and radial tyres, and tubes. It has plants in Kochi, Vadodara, Pune, and Chennai. The product profile includes prominent tyre brands in the T&B, light truck, passenger car, and farm vehicle segments in India, catering to both original equipment manufacturers, and the replacement market.",screener
APOLSINHOT,Apollo Sindoori Hotels Ltd,Industrials,Specialty Business Services,"Incorporated in 1998, Apollo Sindoori Hotels Ltd is in the business of managing food outlets at hospitals and reputed organizations. It also undertakes out door catering services, skilled man power to hospitals, etc.",screener
APTECHT,Aptech Ltd,Consumer Defensive,Education & Training Services,"Aptech Ltd. is a pioneer in the non-formal education and training business in the country with a significant global presence. It was established in 1986 and has 800 centers. It has a presence in diverse sectors ranging from IT training, media & entertainment, retail & aviation, beauty & wellness, banking & finance, and pre-school segment amongst others. It has successfully trained students, professionals, universities & corporates through its two main streams of business - Individual Training and Enterprise Business Group",screener
APTUS,Aptus Value Housing Finance India Ltd,Financial Services,Mortgage Finance,"Aptus Value Housing Finance India Ltd is a Home Loan Company. Aptus has been formed to primarily address the housing finance needs of self-employed, low and middle income families primarily from semi-urban and rural areas. Company targets first-time home buyers where collateral is self- occupied residential property.",screener
